userName,score,at,content,topic_0,topic_1,topic_2,topic_3,topic_id,Sentiment_Label,Sentiment_NB,clean_text
Pengguna Google,1,2026-04-06 13:13:40,"lag banget ajg udah gitu isinya cuman Orang Live,Iklan & Vidio Promosi barang lagi goblk",0.5260373034400369,0.314024016718774,0.1435560313316559,0.0163826485095331,Topik 0,Netral,Positif,lambat anjing gitu isi orang live iklan vidio promosi barang goblk
Pengguna Google,5,2026-04-06 13:12:48,bagus bgt,0.0835936125657042,0.0859641300007424,0.7456315344941798,0.0848107229393735,Topik 2,Positif,Positif,bagus
Pengguna Google,5,2026-04-06 13:12:15,Aplikasi ini sangat membantu sekali ...bisa dapat uang sambil nontong,0.0231766962060719,0.0231976965771257,0.9308427406120764,0.0227828666047261,Topik 2,Positif,Positif,aplikasi bantu uang nontong
Pengguna Google,1,2026-04-06 13:12:07,"ini knp si tiktok ya , memo saya g penuh loh tapi gk bisa donlod tiktok, tapi donlod apk yg lain bisa knp tiktok gak bisa ga tolong dong",0.0095074323551001,0.9722777329870844,0.0092583485933221,0.0089564860644932,Topik 1,Netral,Positif,tiktok memo penuh unduh tiktok unduh apk tiktok tolong
Pengguna Google,2,2026-04-06 13:10:47,aplikasi sarang monyet masa saya liat anak kecil cewe di video waktu saya liat komen banyak cabul kalo bisa langsung blokir aja orang yang cabul itu terus saya juga pernah liat video yang padahal gak ada unsur bkp tapi pas buka komen banyak yang otak bkp dan masih banyak hal buruk di aplikasi ini,0.8234485045803425,0.1292613479921619,0.0050367731825313,0.0422533742449644,Topik 0,Netral,Positif,aplikasi sarang monyet lihat anak gadis video lihat komen cabul langsung blokir orang cabul lihat video unsur bkp buka komen otak bkp buruk aplikasi
Pengguna Google,5,2026-04-06 13:09:59,mengere,0.1252819563556612,0.6230535742328325,0.1255430233304656,0.1261214460810407,Topik 1,Netral,Positif,kere
Pengguna Google,5,2026-04-06 13:08:39,"bagus, menghibur",0.0833333377463851,0.0833333362294044,0.749999975329766,0.0833333506944443,Topik 2,Positif,Positif,bagus hibur
Pengguna Google,3,2026-04-06 13:08:23,kenpa sih sekarang makin elor,0.0421878478122788,0.8741837301553145,0.0419577040217737,0.0416707180106327,Topik 1,Netral,Positif,kenpa elor
Pengguna Google,1,2026-04-06 13:06:41,lemot padahal kouta ku masih banyak,0.0382086873860312,0.8890297417522909,0.0369760003542613,0.0357855705074163,Topik 1,Negatif,Negatif,lambat kouta
Pengguna Google,5,2026-04-06 13:06:34,bagus,0.1250000009788242,0.1250000013901184,0.624999993815306,0.1250000038157514,Topik 2,Positif,Positif,bagus
Pengguna Google,5,2026-04-06 13:06:08,saya suka dengan apk ini. tapi tambahkan fitur untuk report akun yang promosi judol karena mereka spam komen dan efeknya bisa kena terhadap kreator tersebut. semoga di balas,0.7408927188165824,0.0089411579019064,0.1835326918211241,0.0666334314603871,Topik 0,Positif,Positif,suka apk tambah fitur report akun promosi judol spam komen efek kena kreator moga balas
Pengguna Google,1,2026-04-06 13:06:03,lemot banget ni tiktok,0.0511121281443843,0.8423130462869061,0.0551084499563816,0.0514663756123282,Topik 1,Negatif,Negatif,lambat tiktok
Pengguna Google,5,2026-04-06 13:05:00,SERU BUAT YANG NGASIH BINTANG SAYU SIH GAK ASIK YA PADAHAL BIASANYA JARINGAN KALIAN YANG LEMOT,0.3562646095688792,0.37202608681882,0.0936975808627474,0.1780117227495531,Topik 1,Negatif,Positif,seru ngasih bintang sayu asyik jaring lambat
Pengguna Google,5,2026-04-06 13:03:40,aku kasih bintang 🌟🌟🌟🌟🌟 karena seru banget deh sumpah jangan di hapusya tiktoknya,0.0778616158911175,0.1824053168623886,0.0117268961067943,0.7280061711396996,Topik 3,Netral,Positif,kasih bintang seru deh sumpah hapusya tiktoknya
Pengguna Google,1,2026-04-06 13:03:13,bikin error hp muncul trus sdh uninstal,0.0320784801389432,0.9051741140627846,0.0314532488140425,0.0312941569842295,Topik 1,Negatif,Negatif,ganggu muncul uninstall
Pengguna Google,5,2026-04-06 13:02:46,alap nae tiktok e,0.0637253028262924,0.8024832806974366,0.0706621680179826,0.0631292484582884,Topik 1,Netral,Positif,alap nae tiktok
Pengguna Google,5,2026-04-06 13:01:39,mantap apk nya brooo,0.0508089966888362,0.0535765595462068,0.6297131349813786,0.2659013087835784,Topik 2,Positif,Positif,mantap apk nya bro
Pengguna Google,5,2026-04-06 13:00:47,"Ok,sayang lemot loadingnya saya data banyak RAM masih gede.",0.0240810950995294,0.7253957020488613,0.1308942691860203,0.1196289336655889,Topik 1,Negatif,Negatif,sayang lambat loadingnya data ram gede
Pengguna Google,5,2026-04-06 13:00:16,sangat puas,0.083333341137334,0.0833333379644673,0.0976522184886097,0.7356811024095888,Topik 3,Positif,Positif,puas
Pengguna Google,1,2026-04-06 12:58:43,pliss ini kenapa sih tiktok sekarang makin lemot kok di aku udah gak bisa dipkai,0.0163287239194351,0.9519704725232728,0.0160166293287509,0.0156841742285411,Topik 1,Netral,Negatif,tolong tiktok lambat dipkai
Pengguna Google,5,2026-04-06 12:57:15,smpil ini knpa se tiktok ku gbsa buat liat stry tp org' bisa liat stry ku knp ak gbsa si pdhl jg awlnya g knp' tb' gbsa buat liat stry org.,0.1283018677142734,0.6809119052753824,0.0084325312510043,0.1823536957593399,Topik 1,Positif,Positif,smpil knpa tiktok gbsa lihat stry orang lihat stry gbsa awlnya gbsa lihat stry orang
Pengguna Google,2,2026-04-06 12:56:11,"ko tiktok ku gak bisa lancar nonton kenapa selalu kembali dan tertulis tidak ada kiat ,apa artinya",0.4504492558465976,0.5207422234737352,0.0148592110076893,0.0139493096719778,Topik 1,Positif,Positif,tiktok lancar nonton tulis kiat
Pengguna Google,1,2026-04-06 12:54:42,"tiktok skrg kenapa sih, dibuat liat video lancar tapi buat lihat komen, pencarian video, kirim pesan, lihat tiktok shop semua gbisa, pdhl jaringan lancar buat lihat aplikasi lain juga lancar. udah di update juga masih ttp gada perubahan, terus ini cuma disuruh lihat video aja kah gaperlu lihat yg lain?",0.5390267399896731,0.4509484991505526,0.0051141058436798,0.0049106550160945,Topik 0,Positif,Positif,tiktok lihat video lancar lihat komen cari video kirim pesan lihat tiktok toko gbisa jaring lancar lihat aplikasi lancar update tidak ada ubah suruh lihat video kah tidak perlu lihat
Pengguna Google,1,2026-04-06 12:54:15,waAaAAAea,0.1250894962329417,0.1250544595522665,0.6245126857524964,0.1253433584622953,Topik 2,Netral,Positif,waea
Pengguna Google,5,2026-04-06 12:53:40,mntap sekali aplikasi nya aku suka sekali,0.0318151936902641,0.0322972335211321,0.7760923123874603,0.1597952604011433,Topik 2,Positif,Positif,mntap aplikasi nya suka
Pengguna Google,5,2026-04-06 12:51:52,"bagus, tapi tiba² kena pelanggaran usia padahal ga sebut apa² aneh",0.8452038545881909,0.021539358085647,0.1124228971941138,0.0208338901320481,Topik 0,Positif,Positif,bagus tiba kena langgar usia apa aneh
Pengguna Google,4,2026-04-06 12:51:18,Aplikasi ini bagus Tapi loginya lama bikin kesel tapii saru juga nonton bareng temanku kalau bikin akun bisa ambil fidio orang bisa bikin fidio sendiri Dan juga gue Suka banget nonton vt orang pokoknya Aplikasi ini banggus 😊😊😊,0.1534428442428304,0.1361052621545831,0.383615571255964,0.3268363223466223,Topik 2,Positif,Positif,aplikasi bagus log kesal saru nonton bareng teman akun ambil fidio orang fidio suka nonton orang pokok aplikasi banggus
Pengguna Google,3,2026-04-06 12:49:40,skr ko gk ada gratis ongkir nya 😩,0.4487904731198794,0.3127065151028803,0.0231370376172995,0.2153659741599405,Topik 0,Netral,Positif,skr gratis ongkir nya
Pengguna Google,5,2026-04-06 12:49:39,apknya bagus,0.0833334372573293,0.0900677609731947,0.7432651033637565,0.0833336984057194,Topik 2,Positif,Positif,apknya bagus
Pengguna Google,5,2026-04-06 12:49:32,bagus,0.1250000009788242,0.1250000013901184,0.624999993815306,0.1250000038157514,Topik 2,Positif,Positif,bagus
Pengguna Google,5,2026-04-06 12:48:37,"Hiburan, peras otak, dan lain2",0.4253216749010253,0.0419393020392636,0.4909383932244073,0.0418006298353037,Topik 2,Netral,Positif,hibur peras otak
Pengguna Google,1,2026-04-06 12:47:10,saya mengirim poto kenapa tida ada??? kecewa berat.,0.7397395858895668,0.2043247157351471,0.0279317932840673,0.0280039050912187,Topik 0,Negatif,Negatif,kirim foto tida kecewa berat
Pengguna Google,5,2026-04-06 12:46:54,welll,0.1250046152958515,0.1250027499353727,0.6249747278452144,0.1250179069235613,Topik 2,Netral,Positif,wel
Pengguna Google,5,2026-04-06 12:44:26,josjos,0.1250450193274203,0.125027436638262,0.1250853992119747,0.6248421448223428,Topik 3,Netral,Positif,josjos
Pengguna Google,3,2026-04-06 12:41:44,terlalu banyak fidio hoaxxx,0.052904156454247,0.0516142090109833,0.8446283360319984,0.0508532985027711,Topik 2,Netral,Positif,fidio hoax
Pengguna Google,5,2026-04-06 12:40:37,"video jangan dikompres lah, b5 supaya keliatan. Ini gua bikin video dari 4k malah dibikin 8 bit jadi buruk, hapus fitur nya pls, rusakin vid doang",0.92902346097626,0.0107980396236406,0.0100733611064,0.0501051382936994,Topik 0,Negatif,Negatif,video kompres liat video bikin bit buruk hapus fitur nya tolong rusakin vid doang
Pengguna Google,3,2026-04-06 12:40:33,ini developer nya kemana yaa tolong ini aplikasi ini bikin ngelag trus tolong diperbaiki agar tidak ngelag pliss . tapi sisi baik nya dikit bisa di upgrade apa enggak ya kayak aplikasi sebelah kek (tiktok lite) GK pakai ngelag lancar trus masak kalah sama versi *tiktok lite* sih,0.1420745472258498,0.8089412044871871,0.0437659682902198,0.0052182799967432,Topik 1,Negatif,Negatif,developer nya mana yaa tolong aplikasi lambat tolong baik lambat tolong sisi nya dikit upgrade aplikasi belah tiktok lite pakai lambat lancar masak kalah versi tiktok lite
Pengguna Google,5,2026-04-06 12:40:23,aplikasi nya bagus tapi..... kenapa aku nggak bisa live ya biasa nya di akun orang bisa live semua tapi aku kok nggak bisa ya ?,0.6467330505266801,0.175533715863413,0.1677089978623869,0.0100242357475198,Topik 0,Positif,Positif,aplikasi nya bagus live nya akun orang live
Pengguna Google,4,2026-04-06 12:39:38,bagus sih tapi setiap aku masuk setiap 1 menit itu ngelag dan gak bisa discroll kalo ngetik juga kadang gak bisa lemot parah tapi y lumayan sih,0.0468540792331577,0.8044169138658099,0.1390975070129665,0.0096314998880657,Topik 1,Negatif,Positif,bagus masuk menit lambat discroll ngetik kadang lambat parah iya lumayan
Pengguna Google,1,2026-04-06 12:38:23,"kenapa sekarang banyak iklan"" pada saat nonton satu sampai dua video Langsung iklan sangat menggangu sekali seperti itu tolong lh agak di perbaiki sedikit kurangi lh iklan"" ny atau lebih baik di hilangkan aja agar tidak menggangu pengguna",0.3142405366492611,0.4374407152667489,0.2414093706533939,0.0069093774305959,Topik 1,Negatif,Negatif,iklan nonton video langsung iklan menggangu tolong baik kurang iklan nya hilang menggangu guna
Pengguna Google,1,2026-04-06 12:37:14,WOIIIII INI KENAPA FITUR PESAN DI HAPUS? AJUBANDING DI TOLAK TERUS DENGAN ALASAN SPAM PADAHAL CUMA CHATAN SAMA TEMEN GARA GARA FITUR PESAN DI HAPUS STREAK KU MATIIII !!!!!,0.7897842558567368,0.192197359928199,0.0087261041322593,0.0092922800828048,Topik 0,Netral,Positif,woi fitur pesan hapus ajubanding tolak alas spam chatan teman gara gara fitur pesan hapus streak mati
Pengguna Google,5,2026-04-06 12:36:20,sgt seru,0.0833336204386444,0.083333703212961,0.4097003476578223,0.4236323286905722,Topik 3,Netral,Positif,seru
Pengguna Google,5,2026-04-06 12:36:19,Keysha,0.6246858403275186,0.125030831207847,0.1250926955523937,0.1251906329122407,Topik 0,Netral,Positif,keysha
Pengguna Google,2,2026-04-06 12:33:20,"kenapa tiktok jadi suka lag dan kadang ada bacaan paksa berhenti, dan otomatis keluar dari apk?",0.0156656517317984,0.9539255190286848,0.0156145939878593,0.0147942352516572,Topik 1,Positif,Positif,tiktok suka lambat kadang baca paksa henti otomatis apk
Pengguna Google,5,2026-04-06 12:33:07,aplikasi ini bagus sekali saya beri 🌟 5,0.0290459843517166,0.0283224456391309,0.7240364342623375,0.2185951357468148,Topik 2,Positif,Positif,aplikasi bagus
Pengguna Google,5,2026-04-06 12:32:07,"woi tiktok ini gua udah apus semua aplikasi biar bisa update kok malah gabisa ini gimana,gua udah gapunya apa apa buat yang diapus,buat update aja gabisa padahal memori galeri ga sampek 20,foto cuma 8 video 7 screenshot an cuma 3,udah gua apus semua woi gimana ini WhatsApp juga udah gua apus buat update tiktok malah gabisa malah disuruh ulang teruss ckck kesel bangett.tolonglah woi gua udah ga punya aplikasi apa apa udah kosong kayak hp baru 😭😭😭, tolong lah di kecilin MB nya buat update,plis.",0.4556179458506285,0.5043407026678282,0.0026786535321527,0.0373626979493906,Topik 1,Netral,Negatif,woi tiktok hapus aplikasi update tidak bisa gimana gapunya diapus update tidak bisa ingat galeri foto video screenshot hapus woi gimana whatsapp hapus update tiktok tidak bisa suruh ulang ckck kesal tolong woi aplikasi kosong tolong kecilin nya update tolong
Pengguna Google,5,2026-04-06 12:30:45,baguss,0.1250000149606433,0.1250000093031158,0.6248990606105339,0.1251009151257068,Topik 2,Positif,Positif,baguss
Pengguna Google,1,2026-04-06 12:29:54,masih ada bug nya,0.0562400747327522,0.8430471699117035,0.0507077272761821,0.0500050280793621,Topik 1,Negatif,Negatif,error nya
Pengguna Google,1,2026-04-06 12:27:58,lemot ...,0.125000031854882,0.6249985966518352,0.1250012235753357,0.125000147917947,Topik 1,Negatif,Negatif,lambat
Pengguna Google,3,2026-04-06 12:27:48,tiba tiba pas buka tiktok tidak ada vt lain tapi ngestak di tulisan tiktok b,0.3337133733764957,0.6326513865920456,0.016922146834035,0.0167130931974236,Topik 1,Netral,Positif,buka tiktok ngestak tulis tiktok
Pengguna Google,1,2026-04-06 12:27:40,"jelekk bangett setiapp fotoo di tiktok pas kegaleryy buremmm,teruss jugaa haruss di post untuk smua orang gabisa hanya untuk anda,BALIKIN TIKTOK YANG KEMARIN PLSS",0.5264265376216489,0.3779077745640337,0.0859628246507314,0.009702863163586,Topik 0,Netral,Positif,jelekk setiapp fotoo tiktok kegaleryy buram haruss post smua orang tidak bisa balikin tiktok kemarin plss
Pengguna Google,1,2026-04-06 12:25:59,ngelag bet jirhh,0.0632733241740808,0.4220809399869081,0.4509842187600676,0.0636615170789435,Topik 2,Negatif,Negatif,lambat jirhh
Pengguna Google,4,2026-04-06 12:25:51,bagus sih tiktok nya tapi kok aku ngak bisa daftar masuk ketiktok gak ada akunya ngak bisa buat akun,0.4299941130251374,0.4608242607089683,0.0966522525780923,0.0125293736878018,Topik 1,Positif,Positif,bagus tiktok nya daftar masuk ketiktok aku akun
Pengguna Google,4,2026-04-06 12:25:49,bagus sekarang!!!!,0.0851908235482764,0.4148076782009363,0.4166679754399572,0.0833335228108299,Topik 2,Positif,Positif,bagus
Pengguna Google,5,2026-04-06 12:25:26,sangat berispirasi,0.0833600365865871,0.0833496111039243,0.7487952576972529,0.0844950946122355,Topik 2,Netral,Positif,berispirasi
Pengguna Google,5,2026-04-06 12:24:55,Mantap,0.1250000060051261,0.1250000035252076,0.6249999674151272,0.1250000230545389,Topik 2,Positif,Positif,mantap
Pengguna Google,5,2026-04-06 12:24:03,sangat bagus,0.08333333426591,0.083333334116811,0.7489177344334214,0.0844155971838575,Topik 2,Positif,Positif,bagus
Pengguna Google,5,2026-04-06 12:23:02,didong kb,0.0833528143331905,0.0835437870561911,0.0833702439664125,0.7497331546442059,Topik 3,Netral,Positif,didong
Pengguna Google,5,2026-04-06 12:20:32,aku sukaa❤,0.0519339245145855,0.051195820967567,0.3152821342612821,0.5815881202565655,Topik 3,Positif,Positif,sukaa
Pengguna Google,5,2026-04-06 12:13:14,gatau mau ngomong apa pokoknya aku suka aplikasi ini,0.3288099165958892,0.2310276141568916,0.4149843101570656,0.0251781590901535,Topik 2,Positif,Positif,tidak tahu ngomong pokok suka aplikasi
Pengguna Google,5,2026-04-06 12:12:15,kenapa kadang cuma stuck logo doang terus mental kembali jadinya harus donlod ulang,0.018060162425439,0.9462247187319048,0.0178579339764003,0.0178571848662558,Topik 1,Netral,Negatif,kadang stuck logo doang mental unduh ulang
Pengguna Google,1,2026-04-06 12:10:29,tiktok eror tdak bisa me story dan bikin patah' hp,0.199599963298264,0.5585592165208924,0.0238689963960297,0.2179718237848139,Topik 1,Positif,Positif,tiktok ganggu tdak cerita patah
Pengguna Google,5,2026-04-06 12:09:49,saya sangat tertarik,0.4937738788229411,0.0629865714237565,0.3782288278831763,0.065010721870126,Topik 0,Netral,Positif,tarik
Pengguna Google,5,2026-04-06 12:07:55,terbaik,0.1250000530234284,0.125000030493519,0.6249997164343098,0.1250002000487427,Topik 2,Positif,Positif,baik
Pengguna Google,5,2026-04-06 12:06:56,gatau mau nulis apa,0.8407545303263664,0.0589918387670914,0.0500004467299456,0.0502531841765967,Topik 0,Netral,Positif,tidak tahu nulis
Pengguna Google,4,2026-04-06 12:05:46,bagus tapi video ku jarang fyp,0.6586857762056706,0.0366671550672978,0.2687877911297701,0.0358592775972613,Topik 0,Positif,Positif,bagus video jarang fyp
Pengguna Google,5,2026-04-06 12:05:31,halooo,0.1250628271797554,0.1351832391253625,0.614567013537594,0.1251869201572879,Topik 2,Netral,Positif,halo
Pengguna Google,4,2026-04-06 12:04:30,bagus,0.1250000009788242,0.1250000013901184,0.624999993815306,0.1250000038157514,Topik 2,Positif,Positif,bagus
Pengguna Google,5,2026-04-06 12:03:26,mantap,0.1250000060051261,0.1250000035252076,0.6249999674151272,0.1250000230545389,Topik 2,Positif,Positif,mantap
Pengguna Google,1,2026-04-06 11:58:20,sangat bagus,0.08333333426591,0.083333334116811,0.7489177344334214,0.0844155971838575,Topik 2,Positif,Positif,bagus
Pengguna Google,5,2026-04-06 11:56:12,seruu bangett,0.0833426376739295,0.0836824833043837,0.7477157708955962,0.0852591081260905,Topik 2,Netral,Positif,seruu
Pengguna Google,5,2026-04-06 11:55:38,Banyak pengalaman,0.0849915018481699,0.084565191058827,0.7470055239479325,0.0834377831450704,Topik 2,Netral,Positif,alam
Pengguna Google,5,2026-04-06 11:55:00,bagus,0.1250000009788242,0.1250000013901184,0.624999993815306,0.1250000038157514,Topik 2,Positif,Positif,bagus
Pengguna Google,5,2026-04-06 11:54:47,Sangat menghibur,0.083333338103405,0.0833333361859238,0.7489177084738718,0.0844156172367993,Topik 2,Netral,Positif,hibur
Pengguna Google,5,2026-04-06 11:53:57,sangat bagus,0.08333333426591,0.083333334116811,0.7489177344334214,0.0844155971838575,Topik 2,Positif,Positif,bagus
Pengguna Google,5,2026-04-06 11:53:38,enak kkkk kkk,0.062562671978646,0.0631499951435958,0.8117192672487725,0.0625680656289855,Topik 2,Netral,Positif,enak
Pengguna Google,5,2026-04-06 11:51:26,suka bgt tiktok kan,0.0532892312544178,0.0535117714735385,0.8424069517049616,0.050792045567082,Topik 2,Positif,Positif,suka tiktok
Pengguna Google,5,2026-04-06 11:51:06,demi keindahan tiktok,0.8057119246985361,0.0662729448248814,0.0645891489015211,0.0634259815750612,Topik 0,Netral,Negatif,indah tiktok
Pengguna Google,5,2026-04-06 11:49:01,saya puas dengan tik tok,0.047910829384806,0.5085481760425229,0.0438944351886549,0.3996465593840161,Topik 1,Positif,Positif,puas tik tok
Pengguna Google,5,2026-04-06 11:47:56,Aplikasi bagus tidak ada engelek,0.3770590777202164,0.0427292195687373,0.5385248344847348,0.0416868682263113,Topik 2,Positif,Positif,aplikasi bagus engelek
Pengguna Google,5,2026-04-06 11:45:32,"seru aja, wkwk",0.0687939333951798,0.4074729023183172,0.0649916748118369,0.458741489474666,Topik 3,Netral,Positif,seru wkwk
Pengguna Google,5,2026-04-06 11:43:33,bwgus,0.1250400307458497,0.1250248138860392,0.6247839440416454,0.1251512113264656,Topik 2,Netral,Positif,bwgus
Pengguna Google,5,2026-04-06 11:43:12,sangat seru cocok untuk seperti kita dan lebih banyak hal lg,0.0231275719914284,0.1924441605366491,0.6763520509519975,0.1080762165199249,Topik 2,Netral,Positif,seru cocok
Pengguna Google,1,2026-04-06 11:42:32,"min tolong dong ditiktok untuk iklannya itu kok judol (judi online) semua ya, kalo bisa ilangin dong min gaenak banget diliat. nanti bisa mempengaruhi generasi muda kedepannya bang",0.6567116128232617,0.2761950846896754,0.009701912268579,0.0573913902184837,Topik 0,Netral,Negatif,admin tolong ditiktok iklan judol judi daring ilangin admin gaenak liat pengaruh generasi muda depan kakak
Pengguna Google,5,2026-04-06 11:42:09,bagus,0.1250000009788242,0.1250000013901184,0.624999993815306,0.1250000038157514,Topik 2,Positif,Positif,bagus
Pengguna Google,1,2026-04-06 11:41:25,sudah di install tp tidak bisa di buka. aneh,0.0277649163496011,0.9221298993515727,0.0251041082060007,0.0250010760928254,Topik 1,Positif,Positif,install buka aneh
Pengguna Google,1,2026-04-06 11:36:58,asu we jembot tenan,0.2556230715557568,0.0500265686388617,0.0551143338481826,0.6392360259571989,Topik 3,Netral,Positif,anjing jembot tenan
Pengguna Google,5,2026-04-06 11:36:43,main tik tok tu seru banget karena dari tik tok aku dapat banyak pengalaman 😍!!!,0.0132318027465968,0.3567594055339656,0.252729435354171,0.3772793563652667,Topik 3,Netral,Positif,main tik tok seru tik tok alam
Pengguna Google,5,2026-04-06 11:36:38,sangat senang maen tiktok,0.0531093305521506,0.0520746510489378,0.8441798146212205,0.0506362037776911,Topik 2,Positif,Positif,senang main tiktok
Pengguna Google,5,2026-04-06 11:36:08,Widiy Tiktok,0.0859569154739498,0.7437941269286159,0.0857260358406394,0.0845229217567947,Topik 1,Netral,Positif,widiy tiktok
Pengguna Google,5,2026-04-06 11:34:51,mantap,0.1250000060051261,0.1250000035252076,0.6249999674151272,0.1250000230545389,Topik 2,Positif,Positif,mantap
Pengguna Google,5,2026-04-06 11:34:30,sngt baik,0.0833335126060284,0.083333385946967,0.7499994459646052,0.0833336554823993,Topik 2,Netral,Positif,sngt
Pengguna Google,1,2026-04-06 11:33:57,karena habis beberapa hari langsung keluar gak bisa masuk ke tik tok nya,0.0195727126026309,0.9442665875703016,0.0182527388010188,0.0179079610260487,Topik 1,Positif,Positif,habis langsung masuk tik tok nya
Pengguna Google,1,2026-04-06 11:32:43,"aplikasi ngebug, makin jelek, aturan ngacau, dikit2 pembatasan, gang bikin konten ngawur porno dilolosin wkwkwk tiktok sistem GOBLOK sudah bangkrut, mending apk sebelah",0.621858944539335,0.2015249196135059,0.1661224239499784,0.0104937118971806,Topik 0,Negatif,Negatif,aplikasi ngebug jelek atur ngacau dikit batas gang konten ngawur porno dilolosin wkwkwk tiktok sistem goblok bangkrut mending apk belah
Pengguna Google,5,2026-04-06 11:32:32,kapan gw bisa vin di tiktokkk😭😭,0.7274224479350228,0.0198079470156172,0.0193550516549471,0.2334145533944129,Topik 0,Positif,Positif,vin tiktok
Pengguna Google,5,2026-04-06 11:31:00,aplikasi ku tdk bisa buat mulung koin & tdk bisa tab'',0.9266044080649228,0.0244786513970457,0.0261708821994811,0.0227460583385503,Topik 0,Positif,Positif,aplikasi mulung koin tab
Pengguna Google,5,2026-04-06 11:31:00,bagus,0.1250000009788242,0.1250000013901184,0.624999993815306,0.1250000038157514,Topik 2,Positif,Positif,bagus
Pengguna Google,5,2026-04-06 11:30:42,app aggk lemot,0.0626711697784599,0.8025924034974863,0.064229665840685,0.0705067608833686,Topik 1,Negatif,Negatif,aplikasi aggk lambat
Pengguna Google,2,2026-04-06 11:28:28,kenapa sekarang sering putus sendiri padahal sinyal bagus update juga sudah. tolong di perbaiki....,0.0174634382992972,0.8739281927462141,0.0919401945010696,0.016668174453419,Topik 1,Netral,Negatif,putus jaring bagus update tolong baik
Pengguna Google,2,2026-04-06 11:27:48,tiktok macet memo ku masih banyak loh kenapa tiktok kayak gini coba,0.0202158205080811,0.940775216756966,0.0196750257180133,0.0193339370169393,Topik 1,Netral,Negatif,tiktok macet memo tiktok gin coba
Pengguna Google,3,2026-04-06 11:27:45,tolong kembalikan fitur tayangan ulang profil karena itu sangat berguna bagi sebagian orang,0.6285235189761889,0.1115531492270845,0.2418771079411731,0.0180462238555534,Topik 0,Negatif,Positif,tolong kembali fitur tayang ulang profil guna orang
Pengguna Google,2,2026-04-06 11:27:32,"2 for tiktok, cuzw tiktok caused u brainrot,.",0.0385479278513948,0.039424167838575,0.03795168053295,0.8840762237770801,Topik 3,Netral,Positif,tiktok cuzw tiktok caused brainrot
Pengguna Google,4,2026-04-06 11:21:47,"sukaaa, apk nya baguss, tapi bikin kecanduan hehehe",0.0283967376568928,0.0289553937946747,0.914594017840713,0.0280538507077194,Topik 2,Positif,Positif,suka apk nya baguss candu hehehe
Pengguna Google,2,2026-04-06 11:19:19,masa pas melihat video di beranda sendiri pas di klik selalu ada tulisan di bawah nya vido kaya seperti semacam promosi supaya meningkat kan tayangan maksud nya harus ikut promo gt supaya banyak yang melihat tayangan vidio nya apa gimana ?,0.6150821639839145,0.3720452313280472,0.0067719836902793,0.0061006209977589,Topik 0,Netral,Negatif,video beranda klik tulis nya vido promosi tingkat tayang maksud nya promo gitu tayang vidio nya gimana
